name,contributor_zip,total_raised
THOM TILLIS COMMITTEE,28443,250
THOM TILLIS COMMITTEE,28460,500
THOM TILLIS COMMITTEE,28461,300
THOM TILLIS COMMITTEE,28465,250
THOM TILLIS COMMITTEE,28472,1000
THOM TILLIS COMMITTEE,28480,400
THOM TILLIS COMMITTEE,28501,254.28
THOM TILLIS COMMITTEE,28504,4300
THOM TILLIS COMMITTEE,28513,100
THOM TILLIS COMMITTEE,28530,200
THOM TILLIS COMMITTEE,28538,250
THOM TILLIS COMMITTEE,28540,4300
THOM TILLIS COMMITTEE,28541,100
THOM TILLIS COMMITTEE,28546,4700
THOM TILLIS COMMITTEE,28560,100
THOM TILLIS COMMITTEE,28562,1350
THOM TILLIS COMMITTEE,28571,100
THOM TILLIS COMMITTEE,28586,100
THOM TILLIS COMMITTEE,28590,1750
THOM TILLIS COMMITTEE,28594,500
THOM TILLIS COMMITTEE,28601,2350
THOM TILLIS COMMITTEE,28602,1595
THOM TILLIS COMMITTEE,28603,1650
THOM TILLIS COMMITTEE,28605,500
THOM TILLIS COMMITTEE,28612,200
THOM TILLIS COMMITTEE,28613,2250
THOM TILLIS COMMITTEE,28645,1200
THOM TILLIS COMMITTEE,28657,100
THOM TILLIS COMMITTEE,28658,700
THOM TILLIS COMMITTEE,28659,600
THOM TILLIS COMMITTEE,28673,250
THOM TILLIS COMMITTEE,28677,100
THOM TILLIS COMMITTEE,28681,450
THOM TILLIS COMMITTEE,28697,1000
THOM TILLIS COMMITTEE,28711,1100
THOM TILLIS COMMITTEE,28712,200
THOM TILLIS COMMITTEE,28731,250
THOM TILLIS COMMITTEE,28739,1150
THOM TILLIS COMMITTEE,28747,500
THOM TILLIS COMMITTEE,28751,250
THOM TILLIS COMMITTEE,28752,500
THOM TILLIS COMMITTEE,28761,600
THOM TILLIS COMMITTEE,28771,200
THOM TILLIS COMMITTEE,28777,500
THOM TILLIS COMMITTEE,28778,500
THOM TILLIS COMMITTEE,28801,2000
THOM TILLIS COMMITTEE,28802,500
THOM TILLIS COMMITTEE,28803,1000
THOM TILLIS COMMITTEE,28804,500
THOM TILLIS COMMITTEE,28813,1500
THOM TILLIS COMMITTEE,28902,1000
THOM TILLIS COMMITTEE,28906,225
THOM TILLIS COMMITTEE,29063,250
THOM TILLIS COMMITTEE,29302,1500
THOM TILLIS COMMITTEE,29566,1350
THOM TILLIS COMMITTEE,29576,100
THOM TILLIS COMMITTEE,29582,1350
THOM TILLIS COMMITTEE,29601,1000
THOM TILLIS COMMITTEE,29676,200
THOM TILLIS COMMITTEE,29681,125
THOM TILLIS COMMITTEE,29707,500
THOM TILLIS COMMITTEE,29730,1000
THOM TILLIS COMMITTEE,29801,260
THOM TILLIS COMMITTEE,30110,1000
THOM TILLIS COMMITTEE,30305,2800
THOM TILLIS COMMITTEE,30309,1000
THOM TILLIS COMMITTEE,30327,1000
THOM TILLIS COMMITTEE,30336,1000
THOM TILLIS COMMITTEE,30342,500
THOM TILLIS COMMITTEE,30606,2000
THOM TILLIS COMMITTEE,30677,500
THOM TILLIS COMMITTEE,31405,525
THOM TILLIS COMMITTEE,31768,250
THOM TILLIS COMMITTEE,32092,370
THOM TILLIS COMMITTEE,32169,2800
THOM TILLIS COMMITTEE,32301,2800
THOM TILLIS COMMITTEE,32686,1000
THOM TILLIS COMMITTEE,32776,50
THOM TILLIS COMMITTEE,32789,5600
THOM TILLIS COMMITTEE,32819,50
THOM TILLIS COMMITTEE,32963,11200
THOM TILLIS COMMITTEE,33067,3500
THOM TILLIS COMMITTEE,33133,700
THOM TILLIS COMMITTEE,33137,5600
THOM TILLIS COMMITTEE,33316,50
THOM TILLIS COMMITTEE,33446,500
THOM TILLIS COMMITTEE,33462,1000
THOM TILLIS COMMITTEE,33477,100
THOM TILLIS COMMITTEE,33480,2700
THOM TILLIS COMMITTEE,33556,4000
THOM TILLIS COMMITTEE,34103,5600
THOM TILLIS COMMITTEE,34106,300
THOM TILLIS COMMITTEE,34242,11200
THOM TILLIS COMMITTEE,36427,1000
THOM TILLIS COMMITTEE,37205,1000
THOM TILLIS COMMITTEE,37752,4000
THOM TILLIS COMMITTEE,37939,10800
THOM TILLIS COMMITTEE,38076,1000
THOM TILLIS COMMITTEE,38112,300
THOM TILLIS COMMITTEE,38120,2800
THOM TILLIS COMMITTEE,39110,1000
THOM TILLIS COMMITTEE,39154,5200
THOM TILLIS COMMITTEE,39194,1000
THOM TILLIS COMMITTEE,39232,2700
THOM TILLIS COMMITTEE,39705,1000
THOM TILLIS COMMITTEE,40027,1500
THOM TILLIS COMMITTEE,44022,11200
THOM TILLIS COMMITTEE,44122,11200
THOM TILLIS COMMITTEE,44146,2000
THOM TILLIS COMMITTEE,44256,5400
THOM TILLIS COMMITTEE,47715,5600
THOM TILLIS COMMITTEE,48098,2000
THOM TILLIS COMMITTEE,48168,2800
THOM TILLIS COMMITTEE,48178,2800
THOM TILLIS COMMITTEE,48323,2800
THOM TILLIS COMMITTEE,48823,200
THOM TILLIS COMMITTEE,48843,500
THOM TILLIS COMMITTEE,53058,15
THOM TILLIS COMMITTEE,53562,2000
THOM TILLIS COMMITTEE,55440,5600
THOM TILLIS COMMITTEE,58103,500
THOM TILLIS COMMITTEE,60010,12200
THOM TILLIS COMMITTEE,60025,1000
THOM TILLIS COMMITTEE,60045,5600
THOM TILLIS COMMITTEE,60067,5600
THOM TILLIS COMMITTEE,60091,1000
THOM TILLIS COMMITTEE,60126,5600
THOM TILLIS COMMITTEE,60515,1000
THOM TILLIS COMMITTEE,60523,2800
THOM TILLIS COMMITTEE,60602,2800
THOM TILLIS COMMITTEE,60605,2800
THOM TILLIS COMMITTEE,60606,5600
THOM TILLIS COMMITTEE,60611,19500
THOM TILLIS COMMITTEE,60614,7800
THOM TILLIS COMMITTEE,63124,1000
THOM TILLIS COMMITTEE,63131,4000
THOM TILLIS COMMITTEE,64057,75
THOM TILLIS COMMITTEE,65355,60
THOM TILLIS COMMITTEE,68022,100
THOM TILLIS COMMITTEE,68526,50
THOM TILLIS COMMITTEE,70003,1000
THOM TILLIS COMMITTEE,70065,250
THOM TILLIS COMMITTEE,70448,2700
THOM TILLIS COMMITTEE,70471,5400
THOM TILLIS COMMITTEE,70808,1000
THOM TILLIS COMMITTEE,72221,5600
THOM TILLIS COMMITTEE,73025,1000
THOM TILLIS COMMITTEE,73101,5600
THOM TILLIS COMMITTEE,74105,500
THOM TILLIS COMMITTEE,74133,1000
THOM TILLIS COMMITTEE,75033,2700
THOM TILLIS COMMITTEE,75056,5800
THOM TILLIS COMMITTEE,75069,4000
THOM TILLIS COMMITTEE,75201,5600
THOM TILLIS COMMITTEE,75202,1000
THOM TILLIS COMMITTEE,75205,5600
THOM TILLIS COMMITTEE,75206,2800
THOM TILLIS COMMITTEE,75219,11200
THOM TILLIS COMMITTEE,75220,5000
THOM TILLIS COMMITTEE,75225,5300
THOM TILLIS COMMITTEE,75243,2800
THOM TILLIS COMMITTEE,76905,1000
THOM TILLIS COMMITTEE,77005,1000
THOM TILLIS COMMITTEE,77019,2800
THOM TILLIS COMMITTEE,77079,250
THOM TILLIS COMMITTEE,77380,75
THOM TILLIS COMMITTEE,77381,87.22
THOM TILLIS COMMITTEE,78023,5600
THOM TILLIS COMMITTEE,78209,250
THOM TILLIS COMMITTEE,78258,8100
THOM TILLIS COMMITTEE,78580,2800
THOM TILLIS COMMITTEE,78701,11.11
THOM TILLIS COMMITTEE,78731,1000
THOM TILLIS COMMITTEE,79913,1000
THOM TILLIS COMMITTEE,80111,1000
THOM TILLIS COMMITTEE,80237,1000
THOM TILLIS COMMITTEE,81620,1405.55
THOM TILLIS COMMITTEE,84020,5600
THOM TILLIS COMMITTEE,84098,6600
THOM TILLIS COMMITTEE,85018,1000
THOM TILLIS COMMITTEE,87505,250
THOM TILLIS COMMITTEE,88355,250
THOM TILLIS COMMITTEE,89109,11200
THOM TILLIS COMMITTEE,89137,11200
THOM TILLIS COMMITTEE,89145,11200
THOM TILLIS COMMITTEE,89451,25
THOM TILLIS COMMITTEE,90020,5400
THOM TILLIS COMMITTEE,90025,8400
THOM TILLIS COMMITTEE,90045,500
THOM TILLIS COMMITTEE,90049,2800
THOM TILLIS COMMITTEE,90266,10800
THOM TILLIS COMMITTEE,90272,250
THOM TILLIS COMMITTEE,90274,5500
THOM TILLIS COMMITTEE,91316,500
THOM TILLIS COMMITTEE,92067,5600
THOM TILLIS COMMITTEE,92071,1850
THOM TILLIS COMMITTEE,92325,250
THOM TILLIS COMMITTEE,92614,5600
THOM TILLIS COMMITTEE,93001,500
THOM TILLIS COMMITTEE,93428,250
THOM TILLIS COMMITTEE,94022,5600
THOM TILLIS COMMITTEE,94062,8200
THOM TILLIS COMMITTEE,94104,5600
THOM TILLIS COMMITTEE,94117,2700
THOM TILLIS COMMITTEE,94118,5600
THOM TILLIS COMMITTEE,94526,1000
THOM TILLIS COMMITTEE,94598,3535
THOM TILLIS COMMITTEE,94705,150
THOM TILLIS COMMITTEE,95355,50
THOM TILLIS COMMITTEE,95476,1000
THOM TILLIS COMMITTEE,97201,17800
THOM TILLIS COMMITTEE,97358,6600
THOM TILLIS COMMITTEE,97477,1000
THOM TILLIS COMMITTEE,98926,100
THOM TILLIS COMMITTEE,99224,100
